player,team,primary_role,minutes_played,passes_total,passes_analysed,coverage_pct,gravity_hull_pct,gravity_proximity_pct,gravity_composite_pct,gravity_n,gravity_directional_m,gravity_directional_n,passes_op,lb_geom,lb_epv,lb_quality,epv_added_sum,epv_added_mean,defenders_bypassed_mean,between_lines_n,hull_penetration_n,pressure_resistance_n,lb_geom_pct,lb_epv_pct,lb_quality_pct,between_lines_pct,hull_exit_n,hull_exit_pct,hull_penetration_pct,pressure_resistance_pct,epv_penetration_mean,epv_penetration_sum,penetration_n,epv_inside_circ_mean,epv_inside_circ_sum,inside_circ_n,lb_geom_per90,lb_epv_per90,lb_quality_per90,epv_added_per90,epv_penetration_per90,epv_inside_circ_per90,penetration_per90,inside_circ_per90,between_lines_per90,successful_hull_exits_per90,successful_hull_penetrations_per90,macro_role
Bernardo Mota Veiga de Carvalho e Silva,Portugal,Right Wing,422,265,225,84.90566037735849,-5.809248773271722,5.255743662403049,-0.2767525554343359,212,0.4729506438010826,200,209.0,9.0,10.0,6.0,1.3985433305499997,0.006691594883014353,1.1196172248803828,41.0,168.0,1.0,4.30622009569378,4.784688995215311,2.8708133971291865,19.617224880382775,41.0,53.65853658536586,14.285714285714285,0.0,0.022799284084567842,0.6155806702833317,27.0,0.013142510416666676,0.21028016666666682,16.0,1.9194312796208532,2.132701421800948,1.2796208530805686,0.2982675349514217,0.13128497707464423,0.04484648104265406,5.758293838862559,3.4123222748815167,8.744075829383887,4.691943127962085,5.118483412322274,WIDE
Ferdi Erenay Kadıoğlu,Turkey,Left Back,464,284,230,80.98591549295774,-2.7636756230580835,-2.132896985103711,-2.448286304080897,203,0.351928625482195,164,197.0,7.0,20.0,3.0,1.1862862029333325,0.006021757375296104,0.9644670050761421,28.0,169.0,10.0,3.5532994923857872,10.152284263959391,1.5228426395939088,14.213197969543149,28.0,50.0,11.242603550295858,60.0,0.034133568409523786,0.9557399154666659,28.0,0.005313749999999933,0.0637649999999992,12.0,1.3577586206896552,3.8793103448275863,0.5818965517241379,0.2300986169482757,0.185380587051724,0.012368211206896396,5.431034482758621,2.3275862068965516,5.431034482758621,2.7155172413793105,3.685344827586207,FB
Joachim Andersen,Denmark,Right Center Back,369,294,267,90.81632653061224,1.87041467585566,-18.892712480109346,-8.511148902126845,223,-2.9037109369056973,242,235.0,8.0,42.0,8.0,2.25444250491666,0.00959337236134749,0.8340425531914893,5.0,230.0,1.0,3.404255319148936,17.872340425531917,3.404255319148936,2.127659574468085,5.0,20.0,13.91304347826087,0.0,0.004961454954954903,0.1835738333333314,37.0,0.01329187499999995,0.0531674999999998,4.0,1.951219512195122,10.24390243902439,1.951219512195122,0.5498640255894293,0.04477410569105644,0.012967682926829219,9.02439024390244,0.975609756097561,1.2195121951219512,0.24390243902439024,7.804878048780488,CB
Wout Faes,Belgium,Right Center Back,360,288,253,87.84722222222221,-1.2379259544190298,-30.54808010111673,-15.89300302776788,224,-3.649423283568866,218,223.0,2.0,21.0,2.0,0.5268410545833301,0.002362515939835561,0.6412556053811659,4.0,219.0,0.0,0.8968609865470852,9.417040358744394,0.8968609865470852,1.7937219730941705,4.0,25.0,12.32876712328767,,0.0029909098809523258,0.08374547666666513,28.0,0.0020151666666666,0.0040303333333332,2.0,0.5,5.25,0.5,0.13171026364583252,0.02093636916666628,0.0010075833333333,7.0,0.5,1.0,0.25,6.75,CB
Fabian Lukas Schär,Switzerland,Right Center Back,478,256,221,86.328125,-0.6081913516812443,-23.271295194380944,-11.939743273031096,178,-2.29123594520845,196,194.0,14.0,51.0,13.0,1.625878327916661,0.008380816123281759,1.0824742268041236,7.0,187.0,4.0,7.216494845360824,26.288659793814436,6.701030927835052,3.608247422680412,7.0,28.57142857142857,11.76470588235294,50.0,0.008993030138888856,0.2428118137499991,27.0,0.0008411666666666333,0.0025234999999999,3.0,2.6359832635983262,9.602510460251047,2.4476987447698746,0.30612771864539645,0.04571770551778226,0.0004751359832635795,5.083682008368201,0.5648535564853556,1.3179916317991631,0.37656903765690375,4.142259414225942,CB
Denzel Dumfries,Netherlands,Right Back,462,271,200,73.80073800738008,-3.586735965711517,-12.03053783383588,-7.808636899773699,166,-1.1265441950224138,148,169.0,8.0,18.0,7.0,2.5892356881333325,0.01532092123155818,0.9467455621301775,6.0,163.0,1.0,4.733727810650888,10.650887573964498,4.142011834319527,3.5502958579881656,6.0,16.666666666666664,14.11042944785276,0.0,0.020531979672618998,0.5748954308333319,28.0,0.0003293399999999667,0.0009880199999999,3.0,1.5584415584415585,3.5064935064935066,1.3636363636363638,0.5043965626233765,0.11199261639610363,0.0001924714285714091,5.454545454545455,0.5844155844155845,1.168831168831169,0.19480519480519481,4.48051948051948,FB
Michel Aebischer,Switzerland,Left Wing Back,487,250,218,87.2,3.365921946881571,-1.1548866013480972,1.105517672766737,200,1.5365207999041162,197,191.0,9.0,30.0,5.0,0.9002933333333328,0.004713577661431062,1.057591623036649,41.0,150.0,8.0,4.712041884816754,15.706806282722512,2.6178010471204187,21.465968586387437,41.0,46.34146341463415,23.333333333333332,62.5,0.008049846491228026,0.305894166666665,38.0,0.016350712962962956,0.2943128333333332,18.0,1.6632443531827514,5.544147843942505,0.9240246406570841,0.16637864476386027,0.05653074948665267,0.0543904620123203,7.02258726899384,3.326488706365503,7.577002053388091,3.51129363449692,6.468172484599589,FB
Jonathan Tah,Germany,Left Center Back,324,277,255,92.057761732852,6.106691189453905,-23.525494472900373,-8.709401641723234,247,-2.751178878778892,225,235.0,5.0,27.0,4.0,0.544329353333329,0.002316295120567357,0.5063829787234042,7.0,228.0,2.0,2.127659574468085,11.48936170212766,1.702127659574468,2.9787234042553195,7.0,57.14285714285714,11.842105263157894,0.0,0.008066201149425228,0.2339198333333316,29.0,0.0135009999999999,0.0135009999999999,1.0,1.3888888888888888,7.5,1.1111111111111112,0.15120259814814693,0.064977731481481,0.0037502777777777504,8.055555555555555,0.2777777777777778,1.9444444444444444,1.1111111111111112,7.5,CB
Milan Škriniar,Slovakia,Left Center Back,393,284,246,86.61971830985915,2.704368495487203,-31.780430061622216,-14.538030783067503,197,-3.685870407253783,229,215.0,3.0,30.0,3.0,0.6851745313333284,0.0031868582852712947,0.6930232558139535,7.0,208.0,1.0,1.3953488372093024,13.953488372093023,1.3953488372093024,3.255813953488372,7.0,42.857142857142854,19.230769230769234,100.0,0.00671823809523804,0.2821659999999977,42.0,0.00500316666666665,0.0100063333333333,2.0,0.6870229007633587,6.870229007633588,0.6870229007633587,0.15691019801526607,0.06461816793893077,0.002291526717557244,9.618320610687023,0.45801526717557256,1.6030534351145038,0.6870229007633587,9.16030534351145,CB
Hakan Çalhanoğlu,Turkey,Right Defensive Midfield,361,258,230,89.14728682170544,-0.4041936164609575,9.100837999646586,4.348322191592816,215,1.8688405160545067,201,204.0,7.0,15.0,2.0,0.7902771666666674,0.0038739076797385656,0.946078431372549,76.0,128.0,3.0,3.431372549019608,7.352941176470589,0.9803921568627451,37.254901960784316,76.0,75.0,7.8125,100.0,0.015582458333333283,0.1869894999999994,12.0,0.0030773627450980195,0.05231516666666633,17.0,1.745152354570637,3.739612188365651,0.4986149584487535,0.1970220083102495,0.04661788088642644,0.013042562326869723,2.991689750692521,4.238227146814404,18.94736842105263,14.210526315789473,2.493074792243767,MID
João Pedro Cavaco Cancelo,Portugal,Right Back,341,257,214,83.26848249027238,-3.641815999696616,6.33210817194897,1.3451460861261777,203,0.144896018735821,194,185.0,12.0,26.0,8.0,2.648127526499999,0.01431420284594594,1.2,26.0,159.0,5.0,6.486486486486487,14.054054054054054,4.324324324324325,14.054054054054054,26.0,53.84615384615385,15.09433962264151,60.0,0.03059762364444441,0.826135838399999,27.0,0.0036572833333333,0.036572833333333,10.0,3.1671554252199416,6.86217008797654,2.1114369501466275,0.6989192885190613,0.21804171687976515,0.009652653958944194,7.126099706744868,2.6392961876832848,6.86217008797654,3.695014662756598,6.334310850439883,FB
Jamal Musiala,Germany,Right Wing,423,172,160,93.02325581395348,-3.877314933934109,25.609563027765216,10.866124046915552,154,2.595412558321582,138,153.0,5.0,9.0,2.0,1.8143014940000008,0.01185817969934641,1.2352941176470589,75.0,78.0,21.0,3.2679738562091507,5.88235294117647,1.3071895424836601,49.01960784313725,75.0,54.666666666666664,11.538461538461538,90.47619047619048,0.06312760606060598,0.6944036666666659,11.0,0.018035304597701134,0.5230238333333329,29.0,1.0638297872340425,1.9148936170212765,0.425531914893617,0.38602159446808526,0.14774546099290764,0.11128166666666658,2.3404255319148937,6.170212765957447,15.957446808510639,8.72340425531915,1.9148936170212765,WIDE
Kylian Mbappé Lottin,France,Center Forward,469,185,164,88.64864864864866,-1.7656068820259732,19.77909333051439,9.006743224244206,161,1.1967677624042987,138,157.0,20.0,16.0,7.0,1.3695203028000005,0.008723059253503187,1.5222929936305734,58.0,99.0,18.0,12.738853503184714,10.191082802547772,4.45859872611465,36.94267515923567,58.0,60.3448275862069,11.11111111111111,77.77777777777779,0.04639370605614031,0.8814804150666659,19.0,0.010880544444444435,0.16320816666666652,15.0,3.837953091684435,3.070362473347548,1.3432835820895521,0.2628077340127933,0.16915402421321946,0.03131926439232407,3.6460554371002134,2.878464818763326,11.130063965884862,6.716417910447761,2.1108742004264394,WIDE
Adrien Rabiot,France,Left Center Midfield,373,235,212,90.2127659574468,-0.9103101758345908,14.866583291902206,6.978136558033808,209,1.8693107379279408,199,197.0,7.0,30.0,5.0,1.2732366310666665,0.006463130106937393,0.9390862944162437,64.0,133.0,3.0,3.5532994923857872,15.228426395939088,2.5380710659898478,32.48730964467005,64.0,60.9375,21.804511278195488,100.0,0.017528692708333293,0.5609181666666654,32.0,0.0030939749999999862,0.061879499999999726,20.0,1.6890080428954422,7.238605898123324,1.2064343163538873,0.3072152729115281,0.13534218498659487,0.01493071045576401,7.721179624664879,4.825737265415549,15.442359249329758,9.410187667560322,6.997319034852547,MID
Ricardo Iván Rodríguez Araya,Switzerland,Left Center Back,488,253,217,85.7707509881423,-3.930977360834111,-14.124035720427653,-9.02750654063088,203,-1.2087726954134732,197,191.0,8.0,46.0,8.0,1.4991412378666642,0.00784890700453751,1.0209424083769634,10.0,181.0,0.0,4.18848167539267,24.083769633507853,4.18848167539267,5.2356020942408374,10.0,30.0,14.917127071823206,,0.01639506565656562,0.5410371666666656,33.0,0.00019916666666665002,0.0007966666666666001,4.0,1.4754098360655739,8.48360655737705,1.4754098360655739,0.27648096599999955,0.09978144467213095,0.00014692622950818443,6.086065573770492,0.7377049180327869,1.8442622950819672,0.5532786885245902,4.979508196721311,CB
Remo Freuler,Switzerland,Right Defensive Midfield,448,235,214,91.06382978723404,-0.9435699553162996,10.82427766958164,4.940353857132671,204,3.067847959682008,198,181.0,1.0,16.0,1.0,0.5792859854000002,0.0032004750574585648,0.7734806629834254,72.0,109.0,3.0,0.5524861878453038,8.83977900552486,0.5524861878453038,39.77900552486188,72.0,59.72222222222222,12.844036697247708,33.33333333333333,0.02568019444444439,0.46224349999999903,18.0,0.002189506410256381,0.056927166666665904,26.0,0.20089285714285712,3.214285714285714,0.20089285714285712,0.11637441670982147,0.09286141741071409,0.011436261160714133,3.616071428571429,5.223214285714286,14.464285714285715,8.638392857142858,2.8125,MID
Nathan Aké,Netherlands,Left Back,475,269,217,80.66914498141264,5.547359064182661,-7.695720173742933,-1.0741805547801355,193,-1.7861290944833927,178,185.0,3.0,18.0,1.0,1.0183502651999983,0.005504596028108099,0.8756756756756757,7.0,178.0,1.0,1.6216216216216217,9.72972972972973,0.5405405405405406,3.783783783783784,7.0,71.42857142857143,14.606741573033707,100.0,0.0247931255913978,0.7685868933333319,31.0,0.0013299999999999,0.0013299999999999,1.0,0.5684210526315789,3.410526315789474,0.18947368421052632,0.1929505765642102,0.14562699031578918,0.000251999999999981,5.873684210526315,0.18947368421052632,1.3263157894736841,0.9473684210526315,4.926315789473684,FB
Nicolas Seiwald,Austria,Right Defensive Midfield,379,230,199,86.52173913043478,9.605174223883026,6.078777668327241,7.841975946105133,187,0.231510814385994,178,182.0,6.0,12.0,5.0,0.9137312003666666,0.005020501100915751,0.8186813186813187,59.0,123.0,3.0,3.296703296703297,6.593406593406594,2.7472527472527473,32.417582417582416,59.0,57.6271186440678,7.317073170731707,33.33333333333333,0.03337688461538457,0.43389949999999944,13.0,0.0037677592592592116,0.0678196666666658,18.0,1.424802110817942,2.849604221635884,1.187335092348285,0.21698102383377305,0.10303682058047481,0.01610493403693911,3.0870712401055407,4.274406332453825,14.010554089709762,8.073878627968337,2.1372031662269126,MID
Kevin De Bruyne,Belgium,Center Attacking Midfield,375,228,208,91.2280701754386,2.333040093308818,15.710422975720643,9.021731534514734,163,2.741695751142975,170,171.0,12.0,23.0,7.0,1.8813154549166642,0.011001844765594527,1.409356725146199,71.0,100.0,9.0,7.017543859649122,13.450292397660817,4.093567251461988,41.52046783625731,71.0,67.6056338028169,11.0,66.66666666666666,0.021540480392156832,0.36618816666666615,17.0,0.01556098888888888,0.2334148333333332,15.0,2.88,5.52,1.6800000000000002,0.4515157091799994,0.08788515999999988,0.056019559999999975,4.08,3.6,17.04,11.52,2.64,CAM
Daniel Olmo Carvajal,Spain,Center Attacking Midfield,432,185,171,92.43243243243244,-6.875505737618235,18.46013396562752,5.792314114004642,163,3.1795822864212835,137,159.0,10.0,15.0,6.0,2.3074359032,0.0145121754918239,1.4276729559748427,91.0,68.0,13.0,6.289308176100629,9.433962264150944,3.7735849056603774,57.23270440251572,91.0,63.73626373626373,10.294117647058822,61.53846153846154,0.07501102777777775,0.9001323333333331,12.0,0.00916595833333334,0.21998300000000018,24.0,2.083333333333333,3.125,1.25,0.4807158131666667,0.1875275694444444,0.0458297916666667,2.5,5.0,18.958333333333332,12.083333333333334,1.4583333333333333,CAM
Jannik Vestergaard,Denmark,Center Back,365,266,248,93.23308270676692,0.923980539805062,-20.019173863066264,-9.5475966616306,225,-2.596996528226416,238,212.0,2.0,30.0,2.0,0.47558020799999645,0.0022433028679245117,0.6839622641509434,10.0,202.0,0.0,0.9433962264150944,14.150943396226415,0.9433962264150944,4.716981132075472,10.0,60.0,17.326732673267326,,0.0034185999999999514,0.1196509999999983,35.0,0.0008072777777777333,0.0024218333333332,3.0,0.4931506849315069,7.397260273972602,0.4931506849315069,0.11726635265753337,0.029502986301369445,0.0005971643835616109,8.63013698630137,0.7397260273972602,2.4657534246575343,1.4794520547945205,8.63013698630137,CB
Arda Güler,Turkey,Center Forward,369,193,163,84.4559585492228,0.8276380784713279,12.570226461698043,6.698932270084686,137,2.1035226084761742,127,146.0,9.0,11.0,3.0,3.1236773327333327,0.02139505022420091,1.3835616438356164,46.0,100.0,8.0,6.164383561643835,7.534246575342466,2.054794520547945,31.506849315068493,46.0,73.91304347826086,17.0,100.0,0.04185269767857138,0.878906651249999,21.0,0.014754816666666651,0.1475481666666665,10.0,2.1951219512195124,2.6829268292682924,0.7317073170731708,0.7618725201788616,0.2143674759146339,0.035987357723577196,5.121951219512195,2.4390243902439024,11.21951219512195,8.292682926829269,4.146341463414634,FW
Stanislav Lobotka,Slovakia,Center Defensive Midfield,402,243,227,93.4156378600823,1.2361573285553202,9.711669089360386,5.473913208957853,205,1.2595106896800603,207,204.0,5.0,19.0,4.0,0.4269973970833323,0.002093124495506531,0.803921568627451,72.0,132.0,5.0,2.450980392156863,9.313725490196079,1.9607843137254901,35.294117647058826,72.0,69.44444444444444,16.666666666666664,100.0,0.006814462121212076,0.1499181666666657,22.0,0.003470686274509759,0.0590016666666659,17.0,1.119402985074627,4.253731343283582,0.8955223880597015,0.09559643218283558,0.0335637686567162,0.013209328358208781,4.925373134328359,3.8059701492537314,16.119402985074625,11.194029850746269,4.925373134328359,MID
Robert Andrich,Germany,Right Defensive Midfield,324,234,218,93.16239316239316,-8.157179002546085,11.444995657385888,1.6439083274199002,218,1.2795391438198946,212,190.0,11.0,26.0,6.0,1.1508526996166666,0.006057119471666666,1.105263157894737,81.0,109.0,3.0,5.7894736842105265,13.684210526315791,3.1578947368421053,42.63157894736842,81.0,71.60493827160494,19.26605504587156,100.0,0.014435962121212072,0.3175911666666656,22.0,0.003978745098039176,0.067638666666666,17.0,3.0555555555555554,7.222222222222221,1.6666666666666665,0.319681305449074,0.08821976851851822,0.018788518518518333,6.111111111111111,4.722222222222222,22.5,16.11111111111111,5.833333333333333,MID
Xavi Simons,Netherlands,Center Attacking Midfield,461,185,166,89.72972972972974,-5.289619571632084,12.359523843146969,3.5349521357574414,155,2.9916772629013018,132,156.0,6.0,16.0,2.0,1.311137060833333,0.008404724748931622,1.1025641025641026,61.0,95.0,4.0,3.8461538461538463,10.256410256410255,1.282051282051282,39.1025641025641,61.0,55.73770491803278,8.421052631578947,75.0,0.012460820512820471,0.16199066666666612,13.0,0.0011081590909090865,0.024379499999999905,22.0,1.1713665943600868,3.123644251626898,0.39045553145336226,0.25597035894793924,0.03162507592190879,0.0047595553145336035,2.5379609544468544,4.295010845986985,11.90889370932755,6.637744034707158,1.561822125813449,CAM
Amadou Onana,Belgium,Left Defensive Midfield,368,235,211,89.7872340425532,8.057581934468114,19.66482708539536,13.861204509931731,207,2.270355541236631,194,180.0,5.0,14.0,2.0,0.558845430316667,0.0031046968350925946,0.9166666666666666,62.0,118.0,1.0,2.7777777777777777,7.777777777777778,1.1111111111111112,34.44444444444444,62.0,74.19354838709677,6.779661016949152,100.0,0.016080333333333283,0.1768836666666661,11.0,0.0021909499999999828,0.02190949999999983,10.0,1.2228260869565217,3.423913043478261,0.4891304347826087,0.13667415415353268,0.04325959239130421,0.00535830163043474,2.690217391304348,2.4456521739130435,15.16304347826087,11.25,1.9565217391304348,MID
Jorge Luiz Frello Filho,Italy,Center Defensive Midfield,219,240,219,91.25,0.8727212735196916,13.58163287541205,7.227177074465869,212,1.856901695335983,209,207.0,8.0,18.0,7.0,0.30483004920000156,0.001472608933333341,0.9758454106280193,85.0,122.0,4.0,3.864734299516908,8.695652173913043,3.3816425120772946,41.06280193236715,85.0,64.70588235294117,4.918032786885246,100.0,0.0036471249999999416,0.029176999999999533,8.0,0.0034867654320987485,0.09414266666666621,27.0,3.287671232876712,7.397260273972602,2.8767123287671232,0.12527262295890473,0.011990547945205288,0.03868876712328748,3.287671232876712,11.095890410958903,34.93150684931506,22.602739726027394,2.4657534246575343,MID
Riccardo Calafiori,Italy,Left Center Back,277,238,195,81.9327731092437,-5.591228541571222,-15.866070826172171,-10.728649683871698,159,-1.7750386834674925,177,179.0,3.0,31.0,2.0,0.49064101749999883,0.0027410112709497143,0.6368715083798883,17.0,162.0,1.0,1.675977653631285,17.318435754189945,1.1173184357541899,9.497206703910614,17.0,52.94117647058824,24.074074074074073,100.0,0.00312476666666661,0.1249906666666644,40.0,0.002069023809523757,0.014483166666666299,7.0,0.9747292418772563,10.072202166064981,0.6498194945848376,0.15941404900721984,0.040610685920576886,0.00470572202166053,12.99638989169675,2.2743682310469313,5.523465703971119,2.9241877256317688,12.671480144404333,CB
Denis Vavro,Slovakia,Right Center Back,389,263,224,85.17110266159695,2.606287044168075,-36.35183842305673,-16.87277568944433,175,-4.462003241539773,203,189.0,6.0,36.0,5.0,0.8301435951499957,0.004392294154232782,0.7566137566137566,3.0,186.0,0.0,3.1746031746031744,19.047619047619047,2.6455026455026456,1.5873015873015872,3.0,33.33333333333333,15.053763440860216,,0.006591691919191873,0.2175258333333318,33.0,0.0046895833333333,0.0093791666666666,2.0,1.3881748071979434,8.32904884318766,1.1568123393316196,0.1920640708573255,0.05032731362467831,0.0021699871465295476,7.63496143958869,0.4627249357326478,0.6940874035989717,0.2313624678663239,6.4781491002570695,CB
Stefan Posch,Austria,Right Back,381,210,164,78.0952380952381,0.6197672224113495,-5.625328024895463,-2.502780401242057,136,-1.9041611622990504,131,124.0,15.0,22.0,12.0,1.9102292241666625,0.015405074388440828,1.4274193548387097,10.0,114.0,3.0,12.096774193548388,17.741935483870968,9.67741935483871,8.064516129032258,10.0,50.0,17.543859649122805,33.33333333333333,0.04230544288580238,1.1422469579166643,27.0,0.055104999999999876,0.2204199999999995,4.0,3.543307086614173,5.196850393700787,2.8346456692913384,0.45123524980314866,0.2698221160433065,0.05206771653543295,6.377952755905512,0.9448818897637795,2.3622047244094486,1.1811023622047243,4.724409448818897,FB
Florian Wirtz,Germany,Left Wing,287,189,176,93.12169312169311,-3.3332617904421564,20.98366827953002,8.825203244543934,171,2.5806806961614197,153,168.0,11.0,14.0,6.0,1.5003227392499991,0.00893049249553571,1.2261904761904763,77.0,91.0,8.0,6.547619047619048,8.333333333333332,3.571428571428571,45.83333333333333,77.0,62.33766233766234,19.78021978021978,100.0,0.036403600144927516,0.8372828033333328,23.0,0.0038036111111111083,0.0912866666666666,24.0,3.449477351916376,4.390243902439025,1.8815331010452963,0.47048448269163734,0.2625625515679441,0.028626480836236912,7.2125435540069684,7.526132404181185,24.146341463414636,15.05226480836237,5.644599303135888,WIDE
Ousmane Dembélé,France,Right Wing,356,178,155,87.07865168539325,1.551694365499838,16.737134231798127,9.14441429864898,150,1.5478886242389758,101,133.0,10.0,10.0,7.0,4.199430287766664,0.03157466381779447,1.7293233082706767,41.0,92.0,10.0,7.518796992481203,7.518796992481203,5.263157894736842,30.82706766917293,41.0,43.90243902439025,10.869565217391305,50.0,0.09164079734920631,1.9244567443333327,21.0,0.01217097777777776,0.1825646666666664,15.0,2.528089887640449,2.528089887640449,1.7696629213483146,1.0616537244353925,0.48651996345505605,0.04615398876404488,5.308988764044944,3.792134831460674,10.365168539325843,4.550561797752809,2.528089887640449,WIDE
Memphis Depay,Netherlands,Center Forward,463,166,132,79.51807228915662,-4.598357517042434,23.098282017385497,9.249962250171532,115,6.1893032942051525,104,111.0,12.0,9.0,7.0,1.595439839883332,0.01437333189084083,1.5765765765765767,83.0,28.0,15.0,10.81081081081081,8.108108108108109,6.306306306306306,74.77477477477478,83.0,48.19277108433735,7.142857142857142,46.666666666666664,0.03483913333333326,0.1741956666666663,5.0,0.004758488505747127,0.1379961666666667,29.0,2.3326133909287257,1.7494600431965444,1.3606911447084233,0.31012869457775355,0.03386092872570187,0.026824308855291586,0.9719222462203023,5.637149028077753,16.13390928725702,7.775377969762419,0.38876889848812096,FW
Christian Dannemann Eriksen,Denmark,Left Attacking Midfield,353,221,194,87.78280542986425,-3.208481002788362,13.819482318007898,5.305500657609769,156,2.8491044642498142,149,164.0,7.0,15.0,4.0,1.3932978585666687,0.00849571864979676,1.2621951219512195,93.0,71.0,8.0,4.2682926829268295,9.146341463414634,2.4390243902439024,56.70731707317073,93.0,52.68817204301075,9.859154929577464,87.5,0.05217135413333333,0.6260562496,12.0,0.006076596708571409,0.2126808847999993,35.0,1.7847025495750708,3.824362606232295,1.019830028328612,0.35523174864305995,0.15961774069121812,0.054224588192634385,3.059490084985836,8.923512747875355,23.711048158640224,12.492917847025497,1.7847025495750708,CAM
Andreas Christensen,Denmark,Left Center Back,349,234,207,88.46153846153845,8.939717923568564,-21.21444065609956,-6.137361366265497,199,-2.681221925300456,188,187.0,3.0,15.0,3.0,0.14911566666666382,0.0007974099821746728,0.43315508021390375,8.0,179.0,0.0,1.6042780748663104,8.02139037433155,1.6042780748663104,4.27807486631016,8.0,12.5,15.083798882681565,,0.003084753086419704,0.08328833333333201,27.0,0.0020073999999999396,0.010036999999999699,5.0,0.7736389684813754,3.8681948424068766,0.7736389684813754,0.038453896848136805,0.02147836676217731,0.002588338108882444,6.962750716332378,1.2893982808022924,2.0630372492836675,0.25787965616045844,6.962750716332378,CB
Maximilian Mittelstädt,Germany,Left Back,311,221,187,84.61538461538461,0.8602496858949653,-7.533870561730195,-3.336810437917616,169,-2.004586700339434,142,163.0,10.0,19.0,7.0,2.8466583285833327,0.01746416152505112,1.3067484662576687,11.0,152.0,2.0,6.134969325153374,11.65644171779141,4.294478527607362,6.748466257668712,11.0,72.72727272727273,19.078947368421055,50.0,0.027665720588235233,0.9406344999999979,34.0,0.0013240833333333,0.0026481666666666,2.0,2.8938906752411575,5.498392282958199,2.0257234726688105,0.8237917992684886,0.2722093408360123,0.0007663504823150932,9.839228295819936,0.5787781350482315,3.1832797427652735,2.315112540192926,8.392282958199356,FB
Luka Modrić,Croatia,Right Center Midfield,240,225,206,91.55555555555556,6.119229031659399,4.207656442718792,5.163442737189095,194,-0.4885526571533228,181,182.0,9.0,25.0,6.0,2.030913776566664,0.01115886690421244,1.2307692307692308,27.0,155.0,3.0,4.945054945054945,13.736263736263737,3.296703296703297,14.835164835164836,27.0,66.66666666666666,16.7741935483871,33.33333333333333,0.03404786764705878,1.1576274999999985,34.0,0.007773540624999962,0.0621883249999997,8.0,3.375,9.375,2.25,0.7615926662124989,0.4341103124999994,0.023320621874999888,12.75,3.0,10.125,6.75,9.75,MID
Morten Hjulmand,Denmark,Right Defensive Midfield,244,215,202,93.95348837209302,1.164917835120736,17.494941132439685,9.32992948378021,190,3.161849460422119,177,193.0,6.0,8.0,3.0,0.6735064993333337,0.0034896709810017293,0.8911917098445595,109.0,84.0,6.0,3.1088082901554404,4.145077720207254,1.5544041450777202,56.476683937823836,109.0,62.38532110091744,9.523809523809524,66.66666666666666,0.01747373333333328,0.1747373333333328,10.0,0.0037047656249999715,0.11855249999999909,32.0,2.2131147540983607,2.9508196721311477,1.1065573770491803,0.2484245284426231,0.06445229508196702,0.04372838114754064,3.6885245901639343,11.80327868852459,40.204918032786885,25.08196721311475,2.9508196721311477,MID
Kobbie Mainoo,England,Right Defensive Midfield,376,203,185,91.13300492610836,1.201349545964579,16.873656096487085,9.037502821225832,185,2.783185045491261,170,170.0,6.0,16.0,5.0,0.976380210833334,0.005743413004901965,0.9764705882352941,78.0,92.0,10.0,3.5294117647058822,9.411764705882353,2.941176470588235,45.88235294117647,78.0,66.66666666666666,10.869565217391305,90.0,0.024501782051282006,0.3185231666666661,13.0,0.006620574074074061,0.1191703333333331,18.0,1.4361702127659572,3.829787234042553,1.196808510638298,0.23370802918882996,0.0762422473404254,0.028524813829787176,3.1117021276595747,4.308510638297872,18.670212765957448,12.446808510638299,2.393617021276596,MID
Antoine Griezmann,France,Center Attacking Midfield,405,197,177,89.84771573604061,-2.6825317696371185,10.089834344515834,3.7036512874393583,169,2.599727951789557,147,151.0,10.0,17.0,5.0,1.668173927916666,0.011047509456401762,1.3973509933774835,81.0,70.0,10.0,6.622516556291391,11.258278145695364,3.3112582781456954,53.64238410596026,81.0,56.79012345679012,20.0,50.0,0.021669499013157848,0.4117204812499991,19.0,-0.0003304938271605117,-0.008923333333333816,27.0,2.2222222222222223,3.7777777777777777,1.1111111111111112,0.3707053173148147,0.09149344027777757,-0.00198296296296307,4.222222222222222,6.0,18.0,10.222222222222223,3.1111111111111107,CAM
Giorgi Kochorashvili,Georgia,Left Center Midfield,373,176,157,89.20454545454545,7.5590882227231875,26.12947856112497,16.844283391924083,111,4.66393851526669,128,148.0,7.0,11.0,4.0,0.43776106408333315,0.002957845027590089,1.2162162162162162,74.0,74.0,9.0,4.72972972972973,7.4324324324324325,2.7027027027027026,50.0,74.0,77.02702702702703,28.37837837837838,88.88888888888889,0.006676813275362265,0.1535667053333321,23.0,0.0018569761904761572,0.0259976666666662,14.0,1.6890080428954422,2.6541554959785523,0.9651474530831099,0.10562599401474526,0.03705362863270748,0.006272895442359137,5.549597855227882,3.3780160857908843,17.855227882037532,13.753351206434315,5.067024128686327,MID
